Head x, Head y, Head z, Spine x, Spine y, Spine z, Left Shoulder x, Left Shoulder y, Left Shoulder z, Right Shoulder x, Right Shoulder y, Right Shoulder z, Hips x, Hips y, Hips z, Left Leg x, Right Leg x, Left Leg y, Right Leg y, Left Leg z, Right Leg z
-0.6788257,10.03402,29.72393,-0.6806148,9.351358,29.70992,-1.080863,9.80892,29.65636,-0.6332884,9.804872,29.79341,-0.6725394,9.198858,29.70728,-0.4734517,8.454554,29.56394,-1.080863,8.578821,29.65636
-1.181665,10.07808,29.74707,-1.210097,9.39398,29.74165,-1.470739,9.849709,29.677,-1.154328,9.846666,29.81389,-1.203705,9.241577,29.74945,-1.276287,8.484571,29.55427,-1.470739,8.54413,29.677
-1.642459,10.21675,29.73533,-1.658536,9.535463,29.75794,-1.592076,9.986795,29.67562,-1.605983,9.992395,29.81194,-1.65484,9.382898,29.76416,-1.999939,8.723437,29.61136,-1.592076,8.622412,29.67562
-2.179449,10.15019,29.70352,-2.212088,9.468933,29.73714,-1.994323,9.915838,29.64716,-2.15427,9.927351,29.78266,-2.20654,9.316321,29.7398,-2.593721,8.68496,29.6168,-1.994323,8.577303,29.64716
-2.69243,10.11979,29.67823,-2.713685,9.439167,29.70389,-2.908522,9.889591,29.62005,-2.652337,9.895771,29.75697,-2.708821,9.286543,29.70714,-2.792666,8.527119,29.59224,-2.908522,8.562694,29.62005
-2.986241,10.22727,29.68237,-2.984347,9.545367,29.67124,-3.362621,10.00254,29.61565,-2.937583,9.999473,29.75272,-2.976765,9.392847,29.66836,-2.813368,8.641432,29.5233,-3.362621,8.756083,29.61565
-3.511179,10.3004,29.71011,-3.538575,9.616036,29.7028,-3.844043,10.07238,29.63922,-3.483578,10.06843,29.77617,-3.530488,9.463713,29.71057,-3.531063,8.698874,29.51677,-3.844043,8.790223,29.63922
20.49347,10.08473,29.74318,20.48249,9.404154,29.76993,20.63396,9.854282,29.68271,20.53171,9.862453,29.81864,20.48675,9.251565,29.7751,20.08762,8.629311,29.64404,20.63396,8.499739,29.68271
19.98268,10.04834,29.70009,19.9472,9.36686,29.73351,20.06036,9.814019,29.64604,20.00818,9.824896,29.78211,19.95316,9.214247,29.73485,19.62084,8.547898,29.61681,20.06036,8.455334,29.64604
19.47163,10.12,29.70285,19.46314,9.438945,29.71449,19.17259,9.892021,29.64064,19.51741,9.89542,29.77769,19.46993,9.28636,29.71467,19.53516,8.521225,29.59672,19.17259,8.599442,29.64064
18.96133,10.01861,29.74444,18.94908,9.335348,29.73004,18.54587,9.792732,29.67596,19.00098,9.787962,29.81298,18.95824,9.182888,29.72954,19.19662,8.4474,29.58663,18.54587,8.567859,29.67596
18.5246,10.2457,29.71302,18.49525,9.562407,29.71395,18.31818,10.01676,29.64679,18.55283,10.01578,29.78356,18.49994,9.409893,29.72073,18.32106,8.678616,29.52705,18.31818,8.679387,29.64679
17.99314,10.17855,29.69729,17.98119,9.497852,29.72203,18.10079,9.948578,29.63707,18.03163,9.955581,29.77319,17.98513,9.345265,29.72751,17.61292,8.703333,29.58841,18.10079,8.58894,29.63707
17.61164,10.19602,29.70033,17.57471,9.514744,29.73478,17.75371,9.96113,29.64561,17.63538,9.973061,29.78135,17.58114,9.362152,29.73642,17.21398,8.718408,29.61466,17.75371,8.613418,29.64561
17.08241,10.37637,29.6946,17.06925,9.695396,29.71227,16.80558,10.14747,29.63383,17.12617,10.15202,29.77084,17.07538,9.542795,29.71412,17.08411,8.775958,29.59743,16.80558,8.844504,29.63383
16.57759,10.02588,29.73841,16.57265,9.34291,29.72368,16.16644,9.800518,29.67047,16.62112,9.796106,29.8075,16.58107,9.190421,29.72151,16.80036,8.450758,29.57964,16.16644,8.575686,29.67047
16.07736,10.08747,29.75912,16.04841,9.403617,29.75542,15.81603,9.858891,29.69004,16.10487,9.856506,29.82689,16.05402,9.251171,29.76296,15.94221,8.501659,29.56797,15.81603,8.540958,29.69004
15.57033,10.1002,29.74225,15.55597,9.41915,29.76568,15.64311,9.87028,29.68239,15.60773,9.87637,29.81865,15.55968,9.266576,29.77164,15.20559,8.612606,29.6238,15.64311,8.507253,29.68239
15.04083,10.02502,29.70392,15.0058,9.34386,29.73802,15.21465,9.790376,29.64822,15.06515,9.802229,29.78377,15.01181,9.191257,29.74019,14.63141,8.555787,29.61723,15.21465,8.449587,29.64822
14.52938,10.12307,29.68519,14.51101,9.442336,29.70829,14.28794,9.893351,29.62608,14.5709,9.898941,29.76304,14.5163,9.289721,29.71127,14.46593,8.526099,29.59593,14.28794,8.575636,29.62608
14.04526,10.06759,29.70309,14.04553,9.385276,29.69016,13.65461,9.842712,29.6359,14.09239,9.839041,29.77296,14.05336,9.232766,29.68736,14.23453,8.484693,29.54276,13.65461,8.605367,29.6359
13.53554,10.08789,29.71321,13.50758,9.403633,29.70686,13.22578,9.859672,29.64267,13.56289,9.856182,29.7796,13.51475,9.251268,29.71473,13.47494,8.489802,29.51953,13.22578,8.564601,29.64267
13.1879,10.23991,29.73223,13.17026,9.558414,29.75409,13.21847,10.00989,29.67259,13.22347,10.01512,29.80896,13.17405,9.405859,29.76047,12.83556,8.742628,29.60381,13.21847,8.644822,29.67259
12.6585,10.28398,29.70613,12.62865,9.60251,29.73915,12.849,10.04993,29.64914,12.68458,10.061,29.78464,12.63372,9.449892,29.74234,12.23963,8.822998,29.61953,12.849,8.711977,29.64914
12.11852,10.12353,29.67562,12.09487,9.442948,29.70312,11.92963,9.892869,29.61827,12.15717,9.899603,29.75513,12.09944,9.290314,29.7063,11.98532,8.536298,29.59104,11.92963,8.557294,29.61827
11.68768,10.19352,29.71305,11.6898,9.511926,29.70411,11.32394,9.968706,29.64674,11.73709,9.966364,29.78382,11.69722,9.359396,29.7013,11.85102,8.606266,29.557,11.32394,8.714054,29.64674
11.16576,10.15717,29.74319,11.13887,9.472839,29.73534,10.81486,9.929325,29.67235,11.19397,9.925126,29.80933,11.14775,9.320541,29.74274,11.18158,8.554523,29.55198,10.81486,8.658186,29.67235
10.67116,10.11898,29.73303,10.65068,9.436876,29.75263,10.65611,9.888788,29.6733,10.70454,9.893169,29.80978,10.65482,9.284332,29.75907,10.33279,8.612598,29.59297,10.65611,8.523648,29.6733
10.2873,10.15488,29.73131,10.26424,9.473232,29.763,10.47659,9.921607,29.67279,10.31637,9.931919,29.80832,10.26861,9.320617,29.76721,9.863863,8.70114,29.64381,10.47659,8.581354,29.67279
9.783825,10.4629,29.70077,9.755901,9.782081,29.73154,9.664821,10.23101,29.64502,9.818706,10.23913,29.78174,9.760236,9.629429,29.73417,9.576019,8.893772,29.61871,9.664821,8.878842,29.64502
9.250112,10.30738,29.73244,9.251221,9.626161,29.72881,8.909233,10.08203,29.66724,9.299835,10.08131,29.80434,9.25843,9.473616,29.7263,9.396155,8.717625,29.58841,8.909233,8.813136,29.66724
8.760573,10.03405,29.76375,8.735431,9.34997,29.75429,8.380903,9.806721,29.69351,8.790948,9.802023,29.83052,8.745407,9.197678,29.76028,8.846419,8.434211,29.58004,8.380903,8.55436,29.69351
8.385188,10.30185,29.79314,8.361529,9.619349,29.80894,8.319876,10.07181,29.73306,8.416649,10.07496,29.86962,8.365976,9.466803,29.81513,8.06708,8.784182,29.63756,8.319876,8.709228,29.73306
